"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN"
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-06-24",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-06-25",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-06-26",,"0.06",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-06-27",,"0.36",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-06-28",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-10",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-11",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-12",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-13",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-14",,"0.29",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-15",,"0.15",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-16",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-17",,"0.04",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-18",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-19",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-20",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-21",,"0.59",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-22",,"0.18",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-23",,"0.03",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-24",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-25",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-26",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-27",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-28",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-29",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-30",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-07-31",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-01",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-02",,"0.63",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-03",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-04",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-05",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-06",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-07",,"0.27",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-08",,"0.12",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-20",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-21",,"2.61",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-22",,"0.17",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-23",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-24",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-25",,"0.10",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-26",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-27",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-28",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-29",,"1.40",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-30",,"0.02",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-08-31",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-01",,"0.03",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-02",,"0.62",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-03",,"0.04",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-04",,"1.25",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-05",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-06",,"0.19",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-07",,"0.39",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-08",,"0.22",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-09",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-10",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-11",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-12",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-13",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-14",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-15",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-16",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-17",,"0.00",,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","2018-09-18",,"0.00",,,
"US1ILDP0096","LOMBARD 1.0 WSW, IL US","2018-01-22",,"0.83",,,
"US1ILDP0096","LOMBARD 1.0 WSW, IL US","2018-01-23",,"0.06",,,
"US1ILDP0096","LOMBARD 1.0 WSW, IL US","2018-02-20",,"1.88",,,
"US1ILDP0096","LOMBARD 1.0 WSW, IL US","2018-02-21",,"0.90",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-01-21",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-01-22",,"0.47",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-01-23",,"0.12",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-02-20",,"2.03",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-02-21",,"1.37",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-02-22",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-02-23",,"0.13",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-02-24",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-02-25",,"0.16",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-02-26",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-02-27",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-02-28",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-01",,"0.40",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-02",,"0.38",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-03",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-04",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-05",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-06",,"0.16",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-07",,"0.13",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-08",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-10",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-11",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-12",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-13",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-14",,"0.10",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-15",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-16",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-17",,"0.30",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-18",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-19",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-21",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-22",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-23",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-24",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-25",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-26",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-27",,"0.49",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-28",,"0.03",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-30",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-03-31",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-01",,"0.06",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-03",,"0.01",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-04",,"0.15",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-05",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-06",,"0.13",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-07",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-08",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-09",,"0.06",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-10",,"0.01",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-11",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-12",,"0.03",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-13",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-14",,"0.38",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-18",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-19",,"0.24",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-20",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-21",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-22",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-23",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-24",,"0.01",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-25",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-26",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-27",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-28",,"0.06",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-04-29",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-01",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-02",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-03",,"0.70",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-04",,"0.01",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-05",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-06",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-07",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-08",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-09",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-10",,"0.21",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-11",,"0.10",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-12",,"0.02",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-13",,"1.97",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-14",,"0.02",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-15",,"1.07",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-16",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-17",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-18",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-19",,"0.27",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-20",,"0.01",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-21",,"0.11",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-22",,"1.19",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-23",,"0.01",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-24",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-25",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-26",,"0.02",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-27",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-28",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-29",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-30",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-05-31",,"0.30",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-01",,"0.17",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-02",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-03",,"0.26",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-04",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-06",,"0.08",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-07",,"0.07",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-08",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-09",,"0.79",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-10",,"0.86",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-13",,"0.01",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-14",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-15",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-16",,"0.92",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-17",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-18",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-19",,"0.12",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-20",,"0.01",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-21",,"0.22",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-22",,"3.87",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-23",,"0.31",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-24",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-25",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-27",,"0.66",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-28",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-29",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-06-30",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-01",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-02",,"0.05",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-03",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-04",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-05",,"0.73",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-06",,"0.71",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-07",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-08",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-09",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-11",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-12",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-13",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-14",,"0.03",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-15",,"0.14",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-16",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-17",,"0.81",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-18",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-19",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-21",,"0.52",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-22",,"0.09",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-23",,"0.25",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-24",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-25",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-26",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-27",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-28",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-29",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-30",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-07-31",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-01",,"0.01",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-02",,"0.03",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-03",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-04",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-05",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-06",,"0.01",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-07",,"0.02",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-08",,"0.14",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-09",,"0.05",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-10",,"0.01",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-11",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-12",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-13",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-14",,"0.00",,,
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","2018-08-15",,"0.00",,,
