"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN"
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-10-05",,"0.00",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-10-09",,"0.04",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-10-11",,"0.26",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-10-18",,"0.80",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-10-19",,"0.00",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-10-20",,"0.00",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-10-22",,"0.00",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-10-23",,"0.48",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-10-24",,"0.00",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-10-25",,"0.00",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-10-26",,"0.03",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-10-27",,"0.56",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-10-28",,"0.03",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-10-29",,"0.00",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-11-01",,"0.00",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-11-02",,"0.00",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-11-04",,"0.00",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-11-05",,"0.00",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-11-07",,"0.00",,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","2007-11-08",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-08-17",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-08-18",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-08-19",,"1.53",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-08-20",,"2.24",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-08-21",,"0.01",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-08-22",,"0.02",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-08-23",,"0.61",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-08-24",,"2.18",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-08-25",,"0.08",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-08-26",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-08-27",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-08-29",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-08-30",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-08-31",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-01",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-02",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-03",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-04",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-05",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-06",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-07",,"0.51",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-08",,"0.17",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-09",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-10",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-11",,"0.54",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-12",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-13",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-14",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-15",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-16",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-17",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-18",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-19",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-20",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-21",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-22",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-23",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-24",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-25",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-26",,"0.47",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-27",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-28",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-29",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-09-30",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-01",,"0.60",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-02",,"0.03",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-03",,"0.26",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-04",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-05",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-06",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-07",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-08",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-09",,"0.02",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-10",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-11",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-12",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-13",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-14",,"0.04",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-15",,"0.19",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-16",,"0.79",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-17",,"0.01",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-18",,"0.33",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-19",,"0.03",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-20",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-21",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-22",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-23",,"0.17",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-24",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-25",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-26",,"0.02",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-27",,"0.30",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-28",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-29",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-30",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-10-31",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-01",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-02",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-03",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-04",,"0.03",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-05",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-06",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-07",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-08",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-09",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-10",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-11",,"0.05",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-12",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-13",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-14",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-15",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-16",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-17",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-18",,"0.05",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-19",,"0.03",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-20",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-21",,"0.47",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-22",,"0.44",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-23",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-24",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-25",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-26",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-27",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-28",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-29",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-11-30",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-01",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-02",,"0.57",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-03",,"0.15",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-04",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-05",,"0.47",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-06",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-07",,"0.08",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-08",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-09",,"0.08",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-10",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-11",,"0.37",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-12",,"0.34",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-13",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-14",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-15",,"0.13",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-16",,"0.27",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-17",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-18",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-19",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-20",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-21",,"0.11",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-22",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-23",,"0.37",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-24",,"0.02",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-25",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-26",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-27",,"0.08",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-28",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-29",,"0.34",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-30",,"0.00",,,
"US1ILCK0027","STREAMWOOD 1.1 NNE, IL US","2007-12-31",,"0.02",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-04",,"0.01",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-05",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-06",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-07",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-08",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-09",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-10",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-11",,"0.13",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-12",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-13",,"0.41",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-14",,"0.31",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-15",,"0.01",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-18",,"0.15",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-19",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-20",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-21",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-22",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-23",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-24",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-25",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-26",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-27",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-28",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-01-29",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-01",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-02",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-03",,"0.07",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-04",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-05",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-06",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-07",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-08",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-09",,"0.02",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-10",,"0.05",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-11",,"0.01",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-12",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-13",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-14",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-15",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-16",,"0.17",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-17",,"0.71",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-18",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-19",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-20",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-21",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-22",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-23",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-24",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-25",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-26",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-27",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-02-28",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-01",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-02",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-03",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-04",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-06",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-07",,"0.42",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-15",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-16",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-17",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-18",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-19",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-21",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-22",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-23",,"0.00",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-24",,"0.02",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-25",,"0.01",,,
"USC00115763","MONEE RESERVOIR, IL US","2006-03-26",,"0.00",,,
